,address
9400,"Респ. Татарстан, г. Казань, ул. Лево-Булачная, д. 46/23"
9401,"Респ. Татарстан, г. Казань, ул. Лево-Булачная, д. 50А"
9402,"Респ. Татарстан, г. Казань, ул. Лево-Булачная, д. 50В,В1"
9403,"Респ. Татарстан, г. Казань, ул. Лево-Булачная, д. 50 (л.А)"
9404,"Респ. Татарстан, г. Казань, ул. Лево-Булачная, д. 50 (л.В,В1)"
9405,"Респ. Татарстан, г. Казань, ул. Лево-Булачная, д. 56"
9406,"Респ. Татарстан, г. Казань, ул. Лейтенанта Красикова, д. 1"
9407,"Респ. Татарстан, г. Казань, ул. Лейтенанта Красикова, д. 2"
9408,"Респ. Татарстан, г. Казань, ул. Лейтенанта Красикова, д. 3/27"
9409,"Респ. Татарстан, г. Казань, ул. Лейтенанта Красикова, д. 4"
9410,"Респ. Татарстан, г. Казань, ул. Лейтенанта Красикова, д. 5/34"
9411,"Респ. Татарстан, г. Казань, ул. Лейтенанта Красикова, д. 6"
9412,"Респ. Татарстан, г. Казань, ул. Лейтенанта Красикова, д. 7"
9413,"Респ. Татарстан, г. Казань, ул. Лейтенанта Красикова, д. 8"
9414,"Респ. Татарстан, г. Казань, ул. Лейтенанта Красикова, д. 11"
9415,"Респ. Татарстан, г. Казань, ул. Лейтенанта Красикова, д. 12"
9416,"Респ. Татарстан, г. Казань, ул. Лейтенанта Красикова, д. 13"
9417,"Респ. Татарстан, г. Казань, ул. Лейтенанта Красикова, д. 14"
9418,"Респ. Татарстан, г. Казань, ул. Лейтенанта Красикова, д. 15"
9419,"Респ. Татарстан, г. Казань, ул. Лейтенанта Красикова, д. 18"
9420,"Респ. Татарстан, г. Казань, ул. Лейтенанта Красикова, д. 20"
9421,"Респ. Татарстан, г. Казань, ул. Ленинградская, д. 15/30"
9422,"Респ. Татарстан, г. Казань, ул. Ленинградская, д. 17А"
9423,"Респ. Татарстан, г. Казань, ул. Ленинградская, д. 19"
9424,"Респ. Татарстан, г. Казань, ул. Ленинградская, д. 19А"
9425,"Респ. Татарстан, г. Казань, ул. Ленинградская, д. 21"
9426,"Респ. Татарстан, г. Казань, ул. Ленинградская, д. 22"
9427,"Респ. Татарстан, г. Казань, ул. Ленинградская, д. 23/37"
9428,"Респ. Татарстан, г. Казань, ул. Ленинградская, д. 25/36"
9429,"Респ. Татарстан, г. Казань, ул. Ленинградская, д. 31"
9430,"Респ. Татарстан, г. Казань, ул. Ленинградская, д. 32"
9431,"Респ. Татарстан, г. Казань, ул. Ленинградская, д. 32А"
9432,"Респ. Татарстан, г. Казань, ул. Ленинградская, д. 32, лит. А"
9433,"Респ. Татарстан, г. Казань, ул. Ленинградская, д. 34"
9434,"Респ. Татарстан, г. Казань, ул. Ленинградская, д. 34А"
9435,"Респ. Татарстан, г. Казань, ул. Ленинградская, д. 45А"
9436,"Респ. Татарстан, г. Казань, ул. Ленинградская, д. 49А"
9437,"Респ. Татарстан, г. Казань, ул. Ленинградская, д. 51А"
9438,"Респ. Татарстан, г. Казань, ул. Ленинградская, д. 53А"
9439,"Респ. Татарстан, г. Казань, ул. Ленинградская, д. 55А"
9440,"Респ. Татарстан, г. Казань, ул. Ленинградская, д. 57А"
9441,"Респ. Татарстан, г. Казань, ул. Ленинградская, д. 60"
9442,"Респ. Татарстан, г. Казань, ул. Ленинградская, д. 60Б"
9443,"Респ. Татарстан, г. Казань, ул. Ленинградская, д. 451"
9444,"Респ. Татарстан, г. Казань, ул. Ленинградская 2-я, д. 4"
9445,"Респ. Татарстан, г. Казань, ул. Ленинградская 2-я, д. 8"
9446,"Респ. Татарстан, г. Казань, ул. Ленинградская 2-я, д. 10"
9447,"Респ. Татарстан, г. Казань, ул. Ленинградская 2-я, д. 12"
9448,"Респ. Татарстан, г. Казань, ул. Ленинградская 2-я, д. 14"
9449,"Респ. Татарстан, г. Казань, ул. Ленская, д. 2"
9450,"Респ. Татарстан, г. Казань, ул. Ленская, д. 4"
9451,"Респ. Татарстан, г. Казань, ул. Ленская, д. 5"
9452,"Респ. Татарстан, г. Казань, ул. Ленская, д. 10"
9453,"Респ. Татарстан, г. Казань, ул. Лесгафта, д. 1/2"
9454,"Респ. Татарстан, г. Казань, ул. Лесгафта, д. 2/17"
9455,"Респ. Татарстан, г. Казань, ул. Лесгафта, д. 3"
9456,"Респ. Татарстан, г. Казань, ул. Лесгафта, д. 4"
9457,"Респ. Татарстан, г. Казань, ул. Лесгафта, д. 6/57"
9458,"Респ. Татарстан, г. Казань, ул. Лесгафта, д. 18"
9459,"Респ. Татарстан, г. Казань, ул. Лесгафта, д. 20"
9460,"Респ. Татарстан, г. Казань, ул. Лесгафта, д. 21"
9461,"Респ. Татарстан, г. Казань, ул. Лесгафта, д. 24"
9462,"Респ. Татарстан, г. Казань, ул. Лесгафта, д. 28"
9463,"Респ. Татарстан, г. Казань, ул. Лесгафта, д. 28 А"
9464,"Респ. Татарстан, г. Казань, ул. Лесгафта, д. 28А"
9465,"Респ. Татарстан, г. Казань, ул. Лечебная, д. 12"
9466,"Респ. Татарстан, г. Казань, ул. Лечебная, д. 14"
9467,"Респ. Татарстан, г. Казань, ул. Липатова, д. 1"
9468,"Респ. Татарстан, г. Казань, ул. Липатова, д. 1А"
9469,"Респ. Татарстан, г. Казань, ул. Липатова, д. 2"
9470,"Респ. Татарстан, г. Казань, ул. Липатова, д. 2А"
9471,"Респ. Татарстан, г. Казань, ул. Липатова, д. 3"
9472,"Респ. Татарстан, г. Казань, ул. Липатова, д. 3А"
9473,"Респ. Татарстан, г. Казань, ул. Липатова, д. 4"
9474,"Респ. Татарстан, г. Казань, ул. Липатова, д. 4А"
9475,"Респ. Татарстан, г. Казань, ул. Липатова, д. 5"
9476,"Респ. Татарстан, г. Казань, ул. Липатова, д. 13"
9477,"Респ. Татарстан, г. Казань, ул. Липатова, д. 13А"
9478,"Респ. Татарстан, г. Казань, ул. Липатова, д. 15"
9479,"Респ. Татарстан, г. Казань, ул. Липатова, д. 15 А"
9480,"Респ. Татарстан, г. Казань, ул. Липатова, д. 15А"
9481,"Респ. Татарстан, г. Казань, ул. Липатова, д. 17"
9482,"Респ. Татарстан, г. Казань, ул. Липатова, д. 17А"
9483,"Респ. Татарстан, г. Казань, ул. Липатова, д. 19"
9484,"Респ. Татарстан, г. Казань, ул. Липатова, д. 21"
9485,"Респ. Татарстан, г. Казань, ул. Липатова, д. 23"
9486,"Респ. Татарстан, г. Казань, ул. Липатова, д. 23А"
9487,"Респ. Татарстан, г. Казань, ул. Липатова, д. 25д"
9488,"Респ. Татарстан, г. Казань, ул. Литвинова, д. 55"
9489,"Респ. Татарстан, г. Казань, ул. Лобачевского, д. 4"
9490,"Респ. Татарстан, г. Казань, ул. Лобачевского, д. 4Б"
9491,"Респ. Татарстан, г. Казань, ул. Лобачевского, д. 6"
9492,"Респ. Татарстан, г. Казань, ул. Лобачевского, д. 8"
9493,"Респ. Татарстан, г. Казань, ул. Лобачевского, д. 10 А"
9494,"Респ. Татарстан, г. Казань, ул. Лобачевского, д. 12"
9495,"Респ. Татарстан, г. Казань, ул. Лобачевского, д. 12/32, лит. 1"
9496,"Респ. Татарстан, г. Казань, ул. Ломжинская, д. 1"
9497,"Респ. Татарстан, г. Казань, ул. Ломжинская, д. 2"
9498,"Респ. Татарстан, г. Казань, ул. Ломжинская, д. 3"
9499,"Респ. Татарстан, г. Казань, ул. Ломжинская, д. 4"
9500,"Респ. Татарстан, г. Казань, ул. Ломжинская, д. 5"
9501,"Респ. Татарстан, г. Казань, ул. Ломжинская, д. 6"
9502,"Респ. Татарстан, г. Казань, ул. Ломжинская, д. 7"
9503,"Респ. Татарстан, г. Казань, ул. Ломжинская, д. 11"
9504,"Респ. Татарстан, г. Казань, ул. Ломжинская, д. 12"
9505,"Респ. Татарстан, г. Казань, ул. Ломжинская, д. 13"
9506,"Респ. Татарстан, г. Казань, ул. Ломжинская, д. 14"
9507,"Респ. Татарстан, г. Казань, ул. Ломжинская, д. 15"
9508,"Респ. Татарстан, г. Казань, ул. Ломжинская, д. 16"
9509,"Респ. Татарстан, г. Казань, ул. Ломжинская, д. 17"
9510,"Респ. Татарстан, г. Казань, ул. Ломжинская, д. 18"
9511,"Респ. Татарстан, г. Казань, ул. Ломжинская, д. 20"
9512,"Респ. Татарстан, г. Казань, ул. Ломжинская, д. 22"
9513,"Респ. Татарстан, г. Казань, ул. Ломжинская, д. 24"
9514,"Респ. Татарстан, г. Казань, ул. Лукина, д. 1"
9515,"Респ. Татарстан, г. Казань, ул. Лукина, д. 1А"
9516,"Респ. Татарстан, г. Казань, ул. Лукина, д. 1, лит. А"
9517,"Респ. Татарстан, г. Казань, ул. Лукина, д. 2/15."
9518,"Респ. Татарстан, г. Казань, ул. Лукина, д. 2/15"
9519,"Респ. Татарстан, г. Казань, ул. Лукина, д. 3А"
9520,"Респ. Татарстан, г. Казань, ул. Лукина, д. 4"
9521,"Респ. Татарстан, г. Казань, ул. Лукина, д. 5"
9522,"Респ. Татарстан, г. Казань, ул. Лукина, д. 7А"
9523,"Респ. Татарстан, г. Казань, ул. Лукина, д. 8"
9524,"Респ. Татарстан, г. Казань, ул. Лукина, д. 9А"
9525,"Респ. Татарстан, г. Казань, ул. Лукина, д. 11, к. 1"
9526,"Респ. Татарстан, г. Казань, ул. Лукина, д. 11, к. 2"
9527,"Респ. Татарстан, г. Казань, ул. Лукина, д. 11А"
9528,"Респ. Татарстан, г. Казань, ул. Лукина, д. 12"
9529,"Респ. Татарстан, г. Казань, ул. Лукина, д. 14"
9530,"Респ. Татарстан, г. Казань, ул. Лукина, д. 15"
9531,"Респ. Татарстан, г. Казань, ул. Лукина, д. 16"
9532,"Респ. Татарстан, г. Казань, ул. Лукина, д. 17"
9533,"Респ. Татарстан, г. Казань, ул. Лукина, д. 18"
9534,"Респ. Татарстан, г. Казань, ул. Лукина, д. 20"
9535,"Респ. Татарстан, г. Казань, ул. Лукина, д. 37"
9536,"Респ. Татарстан, г. Казань, ул. Лукина, д. 41"
9537,"Респ. Татарстан, г. Казань, ул. Лукина, д. 42А"
9538,"Респ. Татарстан, г. Казань, ул. Лукина, д. 43"
9539,"Респ. Татарстан, г. Казань, ул. Лукина, д. 45"
9540,"Респ. Татарстан, г. Казань, ул. Лукина, д. 46"
9541,"Респ. Татарстан, г. Казань, ул. Лукина, д. 47"
9542,"Респ. Татарстан, г. Казань, ул. Лукина, д. 48"
9543,"Респ. Татарстан, г. Казань, ул. Лукина, д. 52"
9544,"Респ. Татарстан, г. Казань, ул. Лукина, д. 53"
9545,"Респ. Татарстан, г. Казань, ул. Лукина, д. 54"
9546,"Респ. Татарстан, г. Казань, ул. Лукина, д. 55"
9547,"Респ. Татарстан, г. Казань, ул. Лукницкого, д. 6"
9548,"Респ. Татарстан, г. Казань, ул. Лушникова, д. 1"
9549,"Респ. Татарстан, г. Казань, ул. Лушникова, д. 2"
9550,"Респ. Татарстан, г. Казань, ул. Лушникова, д. 3"
9551,"Респ. Татарстан, г. Казань, ул. Лушникова, д. 3А"
9552,"Респ. Татарстан, г. Казань, ул. Лушникова, д. 4"
9553,"Респ. Татарстан, г. Казань, ул. Лушникова, д. 5"
9554,"Респ. Татарстан, г. Казань, ул. Лушникова, д. 6"
9555,"Респ. Татарстан, г. Казань, ул. Лушникова, д. 7"
9556,"Респ. Татарстан, г. Казань, ул. Лушникова, д. 8"
9557,"Респ. Татарстан, г. Казань, ул. Лушникова, д. 9"
9558,"Респ. Татарстан, г. Казань, ул. Лушникова, д. 10"
9559,"Респ. Татарстан, г. Казань, ул. Лядова, д. 2"
9560,"Респ. Татарстан, г. Казань, ул. Лядова, д. 4"
9561,"Респ. Татарстан, г. Казань, ул. Лядова, д. 5"
9562,"Респ. Татарстан, г. Казань, ул. Лядова, д. 6"
9563,"Респ. Татарстан, г. Казань, ул. Лядова, д. 8"
9564,"Респ. Татарстан, г. Казань, ул. Лядова, д. 9"
9565,"Респ. Татарстан, г. Казань, ул. Лядова, д. 9А"
9566,"Респ. Татарстан, г. Казань, ул. Лядова, д. 9, лит. А"
9567,"Респ. Татарстан, г. Казань, ул. Лядова, д. 10"
9568,"Респ. Татарстан, г. Казань, ул. Лядова, д. 12"
9569,"Респ. Татарстан, г. Казань, ул. Лядова, д. 14"
9570,"Респ. Татарстан, г. Казань, ул. Лядова, д. 15"
9571,"Респ. Татарстан, г. Казань, ул. Магаданская, д. 16А"
9572,"Респ. Татарстан, г. Казань, ул. Магаданская, д. 18, к. А"
9573,"Респ. Татарстан, г. Казань, ул. Магаданская, д. 18(л.А)"
9574,"Респ. Татарстан, г. Казань, ул. Магаданская, д. 18 (л.А)"
9575,"Респ. Татарстан, г. Казань, ул. Магаданская, д. 18 (л.Б)"
9576,"Респ. Татарстан, г. Казань, ул. Магаданская, д. 18(л.Б)"
9577,"Респ. Татарстан, г. Казань, ул. Магистральная, д. 4"
9578,"Респ. Татарстан, г. Казань, ул. Магистральная, д. 4А"
9579,"Респ. Татарстан, г. Казань, ул. Магистральная, д. 10А"
9580,"Респ. Татарстан, г. Казань, ул. Магистральная, д. 12А"
9581,"Респ. Татарстан, г. Казань, ул. Магистральная, д. 12А"
9582,"Респ. Татарстан, г. Казань, ул. Магистральная, д. 14А"
9583,"Респ. Татарстан, г. Казань, ул. Магистральная, д. 16А"
9584,"Респ. Татарстан, г. Казань, ул. Магистральная, д. 18А"
9585,"Респ. Татарстан, г. Казань, ул. Магистральная, д. 20"
9586,"Респ. Татарстан, г. Казань, ул. Магистральная, д. 22А"
9587,"Респ. Татарстан, г. Казань, ул. Магистральная, д. 24"
9588,"Респ. Татарстан, г. Казань, ул. Магистральная, д. 34"
9589,"Респ. Татарстан, г. Казань, ул. Магистральная, д. 34, к. 1"
9590,"Респ. Татарстан, г. Казань, ул. Магистральная, д. 83"
9591,"Респ. Татарстан, г. Казань, ул. Мазита Гафури, д. 2"
9592,"Респ. Татарстан, г. Казань, ул. Мазита Гафури, д. 3"
9593,"Респ. Татарстан, г. Казань, ул. Мазита Гафури, д. 4"
9594,"Респ. Татарстан, г. Казань, ул. Мазита Гафури, д. 5 "
9595,"Респ. Татарстан, г. Казань, ул. Мазита Гафури, д. 5"
9596,"Респ. Татарстан, г. Казань, ул. Мазита Гафури, д. 7"
9597,"Респ. Татарстан, г. Казань, ул. Мазита Гафури, д. 9, к. 1"
9598,"Респ. Татарстан, г. Казань, ул. Мазита Гафури, д. 9, к. 2"
9599,"Респ. Татарстан, г. Казань, ул. Мазита Гафури, д. 59, стр. 1"
9600,"Респ. Татарстан, г. Казань, ул. Мазита Гафури, д. 59, стр. 2"
9601,"Респ. Татарстан, г. Казань, ул. Мазита Гафури, д. поз. 4"
9602,"Респ. Татарстан, г. Казань, ул. Мазита Гафури, д. поз. 5"
9603,"Респ. Татарстан, г. Казань, ул. Макаренко, д. 6"
9604,"Респ. Татарстан, г. Казань, ул. Максима Горького, д. 3А"
9605,"Респ. Татарстан, г. Казань, ул. Максима Горького, д. 3Б"
9606,"Респ. Татарстан, г. Казань, ул. Максима Горького, д. 3В"
9607,"Респ. Татарстан, г. Казань, ул. Максима Горького, д. 4А"
9608,"Респ. Татарстан, г. Казань, ул. Максима Горького, д. 4, лит. А"
9609,"Респ. Татарстан, г. Казань, ул. Максима Горького, д. 4Б"
9610,"Респ. Татарстан, г. Казань, ул. Максима Горького, д. 4 (л.Б)"
9611,"Респ. Татарстан, г. Казань, ул. Максима Горького, д. 6"
9612,"Респ. Татарстан, г. Казань, ул. Максима Горького, д. 6А"
9613,"Респ. Татарстан, г. Казань, ул. Максима Горького, д. 6 (л.А)"
9614,"Респ. Татарстан, г. Казань, ул. Максима Горького, д. 7"
9615,"Респ. Татарстан, г. Казань, ул. Максима Горького, д. 12а"
9616,"Респ. Татарстан, г. Казань, ул. Максима Горького, д. 12(А)"
9617,"Респ. Татарстан, г. Казань, ул. Максима Горького, д. 12 (л.А,Л.Б)"
9618,"Респ. Татарстан, г. Казань, ул. Максима Горького, д. 17"
9619,"Респ. Татарстан, г. Казань, ул. Максима Горького, д. 19/8Б,Б1,Б2"
9620,"Респ. Татарстан, г. Казань, ул. Максима Горького, д. 21А"
9621,"Респ. Татарстан, г. Казань, ул. Максима Горького, д. 21(л.Б)"
9622,"Респ. Татарстан, г. Казань, ул. Максима Горького, д. 21(л.В)"
9623,"Респ. Татарстан, г. Казань, ул. Максима Горького, д. 21 (л.В) "
9624,"Респ. Татарстан, г. Казань, ул. Максима Горького, д. 24, лит. А А1"
9625,"Респ. Татарстан, г. Казань, ул. Максима Горького, д. 24 (л.1)"
9626,"Респ. Татарстан, г. Казань, ул. Максима Горького, д. 26 "
9627,"Респ. Татарстан, г. Казань, ул. Максима Горького, д. 26А,А1.А3"
9628,"Респ. Татарстан, г. Казань, ул. Максима Горького, д. 26, лит. А А1 А3"
9629,"Респ. Татарстан, г. Казань, ул. Максима Горького, д. 28А"
9630,"Респ. Татарстан, г. Казань, ул. Максима Горького, д. 28 (л.А)"
9631,"Респ. Татарстан, г. Казань, ул. Максимова, д. 1"
9632,"Респ. Татарстан, г. Казань, ул. Максимова, д. 1А"
9633,"Респ. Татарстан, г. Казань, ул. Максимова, д. 1Б"
9634,"Респ. Татарстан, г. Казань, ул. Максимова, д. 2"
9635,"Респ. Татарстан, г. Казань, ул. Максимова, д. 3"
9636,"Респ. Татарстан, г. Казань, ул. Максимова, д. 3"
9637,"Респ. Татарстан, г. Казань, ул. Максимова, д. 4А"
9638,"Респ. Татарстан, г. Казань, ул. Максимова, д. 5"
9639,"Респ. Татарстан, г. Казань, ул. Максимова, д. 7/6"
9640,"Респ. Татарстан, г. Казань, ул. Максимова, д. 29"
9641,"Респ. Татарстан, г. Казань, ул. Максимова, д. 31"
9642,"Респ. Татарстан, г. Казань, ул. Максимова, д. 33"
9643,"Респ. Татарстан, г. Казань, ул. Максимова, д. 37"
9644,"Респ. Татарстан, г. Казань, ул. Максимова, д. 39"
9645,"Респ. Татарстан, г. Казань, ул. Максимова, д. 40"
9646,"Респ. Татарстан, г. Казань, ул. Максимова, д. 40А"
9647,"Респ. Татарстан, г. Казань, ул. Максимова, д. 41"
9648,"Респ. Татарстан, г. Казань, ул. Максимова, д. 45А"
9649,"Респ. Татарстан, г. Казань, ул. Максимова, д. 48"
9650,"Респ. Татарстан, г. Казань, ул. Максимова, д. 49"
9651,"Респ. Татарстан, г. Казань, ул. Малая Армавирская, д. 31А/1"
9652,"Респ. Татарстан, г. Казань, ул. Малая Красная, д. 3"
9653,"Респ. Татарстан, г. Казань, ул. Малая Красная, д. 6"
9654,"Респ. Татарстан, г. Казань, ул. Малая Красная, д. 7"
9655,"Респ. Татарстан, г. Казань, ул. Малая Красная, д. 10А"
9656,"Респ. Татарстан, г. Казань, ул. Малая Красная, д. 10В"
9657,"Респ. Татарстан, г. Казань, ул. Малая Красная, д. 10 (л.А)"
9658,"Респ. Татарстан, г. Казань, ул. Малая Красная, д. 10 (л.В)"
9659,"Респ. Татарстан, г. Казань, ул. Малая Красная, д. 11/1"
9660,"Респ. Татарстан, г. Казань, ул. Малая Красная, д. 12А"
9661,"Респ. Татарстан, г. Казань, ул. Малая Красная, д. 13"
9662,"Респ. Татарстан, г. Казань, ул. Малая Красная, д. 14"
9663,"Респ. Татарстан, г. Казань, ул. Малая Крыловка, д. 27"
9664,"Респ. Татарстан, г. Казань, ул. Малая Крыловка, д. стр.№1"
9665,"Респ. Татарстан, г. Казань, ул. Малая Печерская, д. 6"
9666,"Респ. Татарстан, г. Казань, ул. Малая Печерская, д. 7"
9667,"Респ. Татарстан, г. Казань, ул. Малая Печерская, д. 8"
9668,"Респ. Татарстан, г. Казань, ул. Малая Печерская, д. 8А"
9669,"Респ. Татарстан, г. Казань, ул. Малая Печерская, д. 10"
9670,"Респ. Татарстан, г. Казань, ул. Малая Печерская, д. 10А"
9671,"Респ. Татарстан, г. Казань, ул. Маленькая, д. 5"
9672,"Респ. Татарстан, г. Казань, ул. Мало-Московская, д. 14А"
9673,"Респ. Татарстан, г. Казань, ул. Мало-Московская, д. 26"
9674,"Респ. Татарстан, г. Казань, ул. Мало-Московская, д. 28"
9675,"Респ. Татарстан, г. Казань, ул. Мало-Московская, д. 31"
9676,"Респ. Татарстан, г. Казань, ул. Мало-Московская, д. 32"
9677,"Респ. Татарстан, г. Казань, ул. Мало-Московская, д. 33"
9678,"Респ. Татарстан, г. Казань, ул. Мало-Московская, д. 37"
9679,"Респ. Татарстан, г. Казань, тракт. Мамадышский, д. 8"
9680,"Респ. Татарстан, г. Казань, тракт. Мамадышский, д. 10"
9681,"Респ. Татарстан, г. Казань, тракт. Мамадышский, д. 34"
9682,"Респ. Татарстан, г. Казань, тракт. Мамадышский, д. 36"
9683,"Респ. Татарстан, г. Казань, ул. Марины Расковой, д. 11"
9684,"Респ. Татарстан, г. Казань, ул. Марселя Салимжанова, д. 10/73"
9685,"Респ. Татарстан, г. Казань, ул. Марселя Салимжанова, д. 12"
9686,"Респ. Татарстан, г. Казань, ул. Марселя Салимжанова, д. 14"
9687,"Респ. Татарстан, г. Казань, ул. Марселя Салимжанова, д. 17"
9688,"Респ. Татарстан, г. Казань, ул. Марселя Салимжанова, д. 19"
9689,"Респ. Татарстан, г. Казань, ул. Марселя Салимжанова, д. 21"
9690,"Респ. Татарстан, г. Казань, ул. Марселя Салимжанова, д. 23"
9691,"Респ. Татарстан, г. Казань, ул. Мартына Межлаука, д. 20А"
9692,"Респ. Татарстан, г. Казань, ул. Мартына Межлаука, д. 20 А"
9693,"Респ. Татарстан, г. Казань, ул. Маршала Чуйкова, д. 1"
9694,"Респ. Татарстан, г. Казань, ул. Маршала Чуйкова, д. 3"
9695,"Респ. Татарстан, г. Казань, ул. Маршала Чуйкова, д. 5"
9696,"Респ. Татарстан, г. Казань, ул. Маршала Чуйкова, д. 7"
9697,"Респ. Татарстан, г. Казань, ул. Маршала Чуйкова, д. 9"
9698,"Респ. Татарстан, г. Казань, ул. Маршала Чуйкова, д. 11"
9699,"Респ. Татарстан, г. Казань, ул. Маршала Чуйкова, д. 12"
9700,"Респ. Татарстан, г. Казань, ул. Маршала Чуйкова, д. 13"
9701,"Респ. Татарстан, г. Казань, ул. Маршала Чуйкова, д. 14"
9702,"Респ. Татарстан, г. Казань, ул. Маршала Чуйкова, д. 15"
9703,"Респ. Татарстан, г. Казань, ул. Маршала Чуйкова, д. 15Б"
9704,"Респ. Татарстан, г. Казань, ул. Маршала Чуйкова, д. 16"
9705,"Респ. Татарстан, г. Казань, ул. Маршала Чуйкова, д. 17"
9706,"Респ. Татарстан, г. Казань, ул. Маршала Чуйкова, д. 18"
9707,"Респ. Татарстан, г. Казань, ул. Маршала Чуйкова, д. 19"
9708,"Респ. Татарстан, г. Казань, ул. Маршала Чуйкова, д. 20"
9709,"Респ. Татарстан, г. Казань, ул. Маршала Чуйкова, д. 22"
9710,"Респ. Татарстан, г. Казань, ул. Маршала Чуйкова, д. 23"
9711,"Респ. Татарстан, г. Казань, ул. Маршала Чуйкова, д. 24"
9712,"Респ. Татарстан, г. Казань, ул. Маршала Чуйкова, д. 25"
9713,"Респ. Татарстан, г. Казань, ул. Маршала Чуйкова, д. 25А"
9714,"Респ. Татарстан, г. Казань, ул. Маршала Чуйкова, д. 26"
9715,"Респ. Татарстан, г. Казань, ул. Маршала Чуйкова, д. 27"
9716,"Респ. Татарстан, г. Казань, ул. Маршала Чуйкова, д. 27"
9717,"Респ. Татарстан, г. Казань, ул. Маршала Чуйкова, д. 27А"
9718,"Респ. Татарстан, г. Казань, ул. Маршала Чуйкова, д. 28"
9719,"Респ. Татарстан, г. Казань, ул. Маршала Чуйкова, д. 29"
9720,"Респ. Татарстан, г. Казань, ул. Маршала Чуйкова, д. 29А"
9721,"Респ. Татарстан, г. Казань, ул. Маршала Чуйкова, д. 29Б"
9722,"Респ. Татарстан, г. Казань, ул. Маршала Чуйкова, д. 29В"
9723,"Респ. Татарстан, г. Казань, ул. Маршала Чуйкова, д. 30"
9724,"Респ. Татарстан, г. Казань, ул. Маршала Чуйкова, д. 31"
9725,"Респ. Татарстан, г. Казань, ул. Маршала Чуйкова, д. 32"
9726,"Респ. Татарстан, г. Казань, ул. Маршала Чуйкова, д. 33"
9727,"Респ. Татарстан, г. Казань, ул. Маршала Чуйкова, д. 33, к. на удаление"
9728,"Респ. Татарстан, г. Казань, ул. Маршала Чуйкова, д. 34"
9729,"Респ. Татарстан, г. Казань, ул. Маршала Чуйкова, д. 35"
9730,"Респ. Татарстан, г. Казань, ул. Маршала Чуйкова, д. 35а"
9731,"Респ. Татарстан, г. Казань, ул. Маршала Чуйкова, д. 36"
9732,"Респ. Татарстан, г. Казань, ул. Маршала Чуйкова, д. 37"
9733,"Респ. Татарстан, г. Казань, ул. Маршала Чуйкова, д. 38"
9734,"Респ. Татарстан, г. Казань, ул. Маршала Чуйкова, д. 39"
9735,"Респ. Татарстан, г. Казань, ул. Маршала Чуйкова, д. 40"
9736,"Респ. Татарстан, г. Казань, ул. Маршала Чуйкова, д. 42"
9737,"Респ. Татарстан, г. Казань, ул. Маршала Чуйкова, д. 43/2"
9738,"Респ. Татарстан, г. Казань, ул. Маршала Чуйкова, д. 44"
9739,"Респ. Татарстан, г. Казань, ул. Маршала Чуйкова, д. 46"
9740,"Респ. Татарстан, г. Казань, ул. Маршала Чуйкова, д. 48"
9741,"Респ. Татарстан, г. Казань, ул. Маршала Чуйкова, д. 49"
9742,"Респ. Татарстан, г. Казань, ул. Маршала Чуйкова, д. 50"
9743,"Респ. Татарстан, г. Казань, ул. Маршала Чуйкова, д. 51"
9744,"Респ. Татарстан, г. Казань, ул. Маршала Чуйкова, д. 52"
9745,"Респ. Татарстан, г. Казань, ул. Маршала Чуйкова, д. 53"
9746,"Респ. Татарстан, г. Казань, ул. Маршала Чуйкова, д. 55"
9747,"Респ. Татарстан, г. Казань, ул. Маршала Чуйкова, д. 57"
9748,"Респ. Татарстан, г. Казань, ул. Маршала Чуйкова, д. 59"
9749,"Респ. Татарстан, г. Казань, ул. Маршала Чуйкова, д. 59А"
9750,"Респ. Татарстан, г. Казань, ул. Маршала Чуйкова, д. 59 А"
9751,"Респ. Татарстан, г. Казань, ул. Маршала Чуйкова, д. 59В"
9752,"Респ. Татарстан, г. Казань, ул. Маршала Чуйкова, д. 59Г"
9753,"Респ. Татарстан, г. Казань, ул. Маршала Чуйкова, д. 62"
9754,"Респ. Татарстан, г. Казань, ул. Маршала Чуйкова, д. 63"
9755,"Респ. Татарстан, г. Казань, ул. Маршала Чуйкова, д. 63А"
9756,"Респ. Татарстан, г. Казань, ул. Маршала Чуйкова, д. 64"
9757,"Респ. Татарстан, г. Казань, ул. Маршала Чуйкова, д. 64, к. 1"
9758,"Респ. Татарстан, г. Казань, ул. Маршала Чуйкова, д. 64, к. 2"
9759,"Респ. Татарстан, г. Казань, ул. Маршала Чуйкова, д. 65"
9760,"Респ. Татарстан, г. Казань, ул. Маршала Чуйкова, д. 66"
9761,"Респ. Татарстан, г. Казань, ул. Маршала Чуйкова, д. 67"
9762,"Респ. Татарстан, г. Казань, ул. Маршала Чуйкова, д. 67А"
9763,"Респ. Татарстан, г. Казань, ул. Маршала Чуйкова, д. 69"
9764,"Респ. Татарстан, г. Казань, ул. Маршала Чуйкова, д. 69"
9765,"Респ. Татарстан, г. Казань, ул. Маршала Чуйкова, д. 71"
9766,"Респ. Татарстан, г. Казань, ул. Маршала Чуйкова, д. 72"
9767,"Респ. Татарстан, г. Казань, ул. Маршала Чуйкова, д. 73"
9768,"Респ. Татарстан, г. Казань, ул. Маршала Чуйкова, д. 75"
9769,"Респ. Татарстан, г. Казань, ул. Маршала Чуйкова, д. 77"
